Respid,ConjointFinal,dR,dProfile,Immigrant_preferred,Application,Country,Language,Profession,Employment,Gender,Ethnicity
101,3x1,146,1,0,Study,China,Tried Korean but unable,Childcare provider,Job interviews only,Male,Ethnic Korean
101,3x2,146,2,1,Claim asylum,China,Broken Korean,Teacher,Job interviews only,Female,Non-ethnic Korean
101,4x1,146,1,1,Resettle,North Korea,Spoke via interpreter,Doctor,Will look for work after arrival,Male,Ethnic Korean
101,4x2,146,2,0,Short-term work,China,Broken Korean,Computer programmer,Job interviews only,Male,Ethnic Korean
101,5x1,146,1,0,Study,North Korea,Fluent Korean,Doctor,Job interviews only,Female,Non-ethnic Korean
101,5x2,146,2,1,Short-term work,China,Broken Korean,Agricultural worker,Job interviews only,Female,Ethnic Korean
101,6x1,146,1,1,Resettle,Vietnam,Fluent Korean,Doctor,Has contract with employer,Female,Ethnic Korean
101,6x2,146,2,0,Resettle,Japan,Broken Korean,Office worker,Job interviews only,Female,Non-ethnic Korean
102,1x1,147,1,1,Study,United States,Broken Korean,Nurse,Job interviews only,Male,Non-ethnic Korean
102,1x2,147,2,0,Short-term work,Japan,Fluent Korean,Computer programmer,Has contract with employer,Male,Ethnic Korean
102,2x1,147,1,1,Short-term work,China,Spoke via interpreter,Doctor,Will look for work after arrival,Male,Ethnic Korean
102,2x2,147,2,0,Claim asylum,United States,Broken Korean,Childcare provider,Has contract with employer,Female,Ethnic Korean
102,3x1,147,1,1,Claim asylum,Japan,Fluent Korean,Nurse,Has contract with employer,Male,Non-ethnic Korean
102,3x2,147,2,0,Short-term work,North Korea,Broken Korean,Nurse,Job interviews only,Male,Non-ethnic Korean
102,4x1,147,1,1,Resettle,China,Tried Korean but unable,Computer programmer,Has contract with employer,Male,Ethnic Korean
102,4x2,147,2,0,Short-term work,United States,Spoke via interpreter,Doctor,Will look for work after arrival,Female,Non-ethnic Korean
102,5x1,147,1,0,Resettle,Vietnam,Broken Korean,Office worker,Has contract with employer,Female,Ethnic Korean
102,5x2,147,2,1,Resettle,China,Spoke via interpreter,Doctor,Job interviews only,Female,Ethnic Korean
102,6x1,147,1,0,Claim asylum,China,Fluent Korean,Computer programmer,Will look for work after arrival,Male,Non-ethnic Korean
102,6x2,147,2,1,Resettle,North Korea,Broken Korean,Research scientist,Job interviews only,Male,Non-ethnic Korean
103,1x1,148,1,1,Study,United States,Fluent Korean,Research scientist,Job interviews only,Male,Non-ethnic Korean
103,1x2,148,2,0,Claim asylum,Japan,Tried Korean but unable,Doctor,No plans to look for work,Female,Non-ethnic Korean
103,2x1,148,1,0,Short-term work,China,Tried Korean but unable,Office worker,Will look for work after arrival,Female,Non-ethnic Korean
103,2x2,148,2,1,Claim asylum,China,Spoke via interpreter,Office worker,Job interviews only,Female,Non-ethnic Korean
103,3x1,148,1,0,Resettle,Yemen,Fluent Korean,Research scientist,Has contract with employer,Male,Ethnic Korean
103,3x2,148,2,1,Resettle,Vietnam,Fluent Korean,Research scientist,Has contract with employer,Male,Non-ethnic Korean
103,4x1,148,1,1,Claim asylum,Japan,Fluent Korean,Teacher,Has contract with employer,Female,Non-ethnic Korean
103,4x2,148,2,0,Study,Japan,Broken Korean,Office worker,Will look for work after arrival,Female,Non-ethnic Korean
103,5x1,148,1,1,Claim asylum,Vietnam,Spoke via interpreter,Doctor,No plans to look for work,Male,Non-ethnic Korean
103,5x2,148,2,0,Resettle,North Korea,Tried Korean but unable,Teacher,Job interviews only,Female,Ethnic Korean
103,6x1,148,1,0,Study,Vietnam,Spoke via interpreter,Nurse,No plans to look for work,Male,Ethnic Korean
103,6x2,148,2,1,Resettle,China,Broken Korean,Teacher,Job interviews only,Male,Non-ethnic Korean
104,1x1,149,1,1,Claim asylum,Japan,Tried Korean but unable,Research scientist,No plans to look for work,Male,Non-ethnic Korean
104,1x2,149,2,0,Claim asylum,United States,Tried Korean but unable,Office worker,No plans to look for work,Male,Ethnic Korean
104,2x1,149,1,1,Study,United States,Broken Korean,Computer programmer,Job interviews only,Female,Ethnic Korean
104,2x2,149,2,0,Study,China,Spoke via interpreter,Office worker,No plans to look for work,Male,Ethnic Korean
104,3x1,149,1,0,Study,North Korea,Spoke via interpreter,Doctor,Has contract with employer,Male,Ethnic Korean
104,3x2,149,2,1,Short-term work,Vietnam,Tried Korean but unable,Computer programmer,Job interviews only,Male,Ethnic Korean
104,4x1,149,1,1,Study,North Korea,Broken Korean,Doctor,Job interviews only,Male,Non-ethnic Korean
104,4x2,149,2,0,Claim asylum,Yemen,Broken Korean,Nurse,Will look for work after arrival,Male,Ethnic Korean
104,5x1,149,1,0,Claim asylum,Yemen,Fluent Korean,Agricultural worker,Job interviews only,Male,Ethnic Korean
104,5x2,149,2,1,Short-term work,United States,Tried Korean but unable,Research scientist,No plans to look for work,Male,Non-ethnic Korean
104,6x1,149,1,0,Claim asylum,United States,Spoke via interpreter,Agricultural worker,Job interviews only,Female,Ethnic Korean
104,6x2,149,2,1,Study,North Korea,Tried Korean but unable,Teacher,No plans to look for work,Male,Non-ethnic Korean
105,1x1,150,1,0,Short-term work,Vietnam,Tried Korean but unable,Agricultural worker,Job interviews only,Female,Ethnic Korean
105,1x2,150,2,1,Study,Yemen,Tried Korean but unable,Childcare provider,Will look for work after arrival,Male,Non-ethnic Korean
105,2x1,150,1,1,Study,China,Fluent Korean,Computer programmer,Job interviews only,Male,Ethnic Korean
105,2x2,150,2,0,Resettle,Yemen,Tried Korean but unable,Nurse,Job interviews only,Male,Non-ethnic Korean
105,3x1,150,1,0,Study,Yemen,Fluent Korean,Nurse,No plans to look for work,Female,Ethnic Korean
105,3x2,150,2,1,Study,Yemen,Broken Korean,Research scientist,Will look for work after arrival,Male,Ethnic Korean
105,4x1,150,1,0,Short-term work,Yemen,Broken Korean,Computer programmer,Has contract with employer,Female,Non-ethnic Korean
105,4x2,150,2,1,Study,China,Fluent Korean,Computer programmer,Will look for work after arrival,Male,Ethnic Korean
105,5x1,150,1,1,Claim asylum,Japan,Fluent Korean,Nurse,Will look for work after arrival,Male,Ethnic Korean
105,5x2,150,2,0,Short-term work,United States,Broken Korean,Childcare provider,No plans to look for work,Male,Non-ethnic Korean
105,6x1,150,1,1,Resettle,North Korea,Broken Korean,Doctor,Has contract with employer,Male,Non-ethnic Korean
105,6x2,150,2,0,Short-term work,North Korea,Spoke via interpreter,Childcare provider,Will look for work after arrival,Female,Non-ethnic Korean
106,1x1,151,1,0,Short-term work,Japan,Spoke via interpreter,Nurse,Job interviews only,Male,Non-ethnic Korean
106,1x2,151,2,1,Claim asylum,China,Tried Korean but unable,Research scientist,Job interviews only,Female,Ethnic Korean
106,2x1,151,1,0,Claim asylum,United States,Fluent Korean,Office worker,Will look for work after arrival,Male,Ethnic Korean
106,2x2,151,2,1,Short-term work,United States,Broken Korean,Computer programmer,Job interviews only,Male,Non-ethnic Korean
106,3x1,151,1,1,Claim asylum,China,Broken Korean,Computer programmer,Will look for work after arrival,Male,Non-ethnic Korean
106,3x2,151,2,0,Resettle,Yemen,Spoke via interpreter,Childcare provider,Will look for work after arrival,Male,Ethnic Korean
106,4x1,151,1,1,Short-term work,Japan,Fluent Korean,Computer programmer,Has contract with employer,Male,Ethnic Korean
106,4x2,151,2,0,Claim asylum,United States,Broken Korean,Doctor,No plans to look for work,Female,Non-ethnic Korean
106,5x1,151,1,1,Study,China,Spoke via interpreter,Doctor,Job interviews only,Female,Ethnic Korean
106,5x2,151,2,0,Resettle,North Korea,Broken Korean,Nurse,Job interviews only,Male,Non-ethnic Korean
106,6x1,151,1,0,Claim asylum,North Korea,Spoke via interpreter,Nurse,No plans to look for work,Female,Ethnic Korean
106,6x2,151,2,1,Short-term work,North Korea,Broken Korean,Teacher,Job interviews only,Female,Ethnic Korean
107,1x1,152,1,1,Study,North Korea,Tried Korean but unable,Nurse,Job interviews only,Female,Non-ethnic Korean
107,1x2,152,2,0,Study,North Korea,Tried Korean but unable,Office worker,Job interviews only,Male,Non-ethnic Korean
107,2x1,152,1,1,Short-term work,Vietnam,Broken Korean,Research scientist,Will look for work after arrival,Male,Non-ethnic Korean
107,2x2,152,2,0,Study,Japan,Tried Korean but unable,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
107,3x1,152,1,0,Claim asylum,North Korea,Tried Korean but unable,Office worker,Has contract with employer,Female,Non-ethnic Korean
107,3x2,152,2,1,Study,United States,Fluent Korean,Computer programmer,Will look for work after arrival,Female,Ethnic Korean
107,4x1,152,1,1,Short-term work,North Korea,Spoke via interpreter,Teacher,Has contract with employer,Female,Non-ethnic Korean
107,4x2,152,2,0,Short-term work,Japan,Tried Korean but unable,Nurse,Job interviews only,Male,Non-ethnic Korean
107,5x1,152,1,0,Short-term work,Yemen,Fluent Korean,Nurse,Will look for work after arrival,Female,Ethnic Korean
107,5x2,152,2,1,Claim asylum,Vietnam,Fluent Korean,Nurse,No plans to look for work,Male,Non-ethnic Korean
107,6x1,152,1,1,Short-term work,North Korea,Tried Korean but unable,Office worker,Will look for work after arrival,Female,Ethnic Korean
107,6x2,152,2,0,Study,United States,Broken Korean,Teacher,Has contract with employer,Female,Ethnic Korean
108,1x1,153,1,0,Resettle,China,Broken Korean,Research scientist,Has contract with employer,Female,Non-ethnic Korean
108,1x2,153,2,1,Resettle,China,Fluent Korean,Nurse,No plans to look for work,Female,Non-ethnic Korean
108,2x1,153,1,1,Claim asylum,China,Broken Korean,Research scientist,Job interviews only,Male,Non-ethnic Korean
108,2x2,153,2,0,Claim asylum,China,Spoke via interpreter,Agricultural worker,Has contract with employer,Female,Ethnic Korean
108,3x1,153,1,0,Study,Vietnam,Spoke via interpreter,Office worker,Job interviews only,Male,Ethnic Korean
108,3x2,153,2,1,Resettle,Japan,Broken Korean,Doctor,Job interviews only,Male,Non-ethnic Korean
108,4x1,153,1,0,Claim asylum,North Korea,Tried Korean but unable,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
108,4x2,153,2,1,Claim asylum,Vietnam,Spoke via interpreter,Nurse,Has contract with employer,Female,Non-ethnic Korean
108,5x1,153,1,0,Short-term work,United States,Spoke via interpreter,Office worker,No plans to look for work,Male,Ethnic Korean
108,5x2,153,2,1,Claim asylum,China,Tried Korean but unable,Teacher,Will look for work after arrival,Male,Ethnic Korean
108,6x1,153,1,1,Resettle,Vietnam,Spoke via interpreter,Nurse,Has contract with employer,Male,Non-ethnic Korean
108,6x2,153,2,0,Short-term work,North Korea,Broken Korean,Computer programmer,Will look for work after arrival,Female,Ethnic Korean
109,1x1,154,1,1,Claim asylum,China,Spoke via interpreter,Research scientist,Job interviews only,Female,Ethnic Korean
109,1x2,154,2,0,Short-term work,United States,Tried Korean but unable,Nurse,Will look for work after arrival,Female,Ethnic Korean
109,2x1,154,1,1,Resettle,Yemen,Tried Korean but unable,Computer programmer,Has contract with employer,Male,Ethnic Korean
109,2x2,154,2,0,Claim asylum,Japan,Fluent Korean,Childcare provider,Job interviews only,Male,Ethnic Korean
109,3x1,154,1,1,Short-term work,North Korea,Broken Korean,Office worker,Job interviews only,Male,Non-ethnic Korean
109,3x2,154,2,0,Short-term work,North Korea,Fluent Korean,Computer programmer,No plans to look for work,Male,Ethnic Korean
109,4x1,154,1,1,Resettle,Japan,Spoke via interpreter,Teacher,Will look for work after arrival,Male,Non-ethnic Korean
109,4x2,154,2,0,Resettle,Japan,Fluent Korean,Teacher,Will look for work after arrival,Male,Non-ethnic Korean
109,5x1,154,1,1,Study,United States,Spoke via interpreter,Doctor,Has contract with employer,Male,Ethnic Korean
109,5x2,154,2,0,Claim asylum,Japan,Tried Korean but unable,Research scientist,No plans to look for work,Male,Ethnic Korean
109,6x1,154,1,1,Claim asylum,North Korea,Spoke via interpreter,Nurse,Has contract with employer,Female,Non-ethnic Korean
109,6x2,154,2,0,Resettle,Japan,Tried Korean but unable,Research scientist,Will look for work after arrival,Male,Non-ethnic Korean
110,1x1,155,1,0,Short-term work,North Korea,Spoke via interpreter,Office worker,Job interviews only,Female,Ethnic Korean
110,1x2,155,2,1,Study,United States,Fluent Korean,Research scientist,Job interviews only,Female,Ethnic Korean
110,2x1,155,1,1,Short-term work,North Korea,Fluent Korean,Childcare provider,No plans to look for work,Female,Non-ethnic Korean
110,2x2,155,2,0,Claim asylum,United States,Broken Korean,Agricultural worker,No plans to look for work,Male,Ethnic Korean
110,3x1,155,1,1,Resettle,Yemen,Fluent Korean,Agricultural worker,No plans to look for work,Male,Non-ethnic Korean
110,3x2,155,2,0,Study,Vietnam,Spoke via interpreter,Research scientist,No plans to look for work,Female,Non-ethnic Korean
110,4x1,155,1,1,Study,Vietnam,Broken Korean,Computer programmer,No plans to look for work,Female,Ethnic Korean
110,4x2,155,2,0,Resettle,Japan,Tried Korean but unable,Teacher,Job interviews only,Male,Non-ethnic Korean
110,5x1,155,1,1,Study,Yemen,Fluent Korean,Teacher,Job interviews only,Male,Non-ethnic Korean
110,5x2,155,2,0,Short-term work,Vietnam,Spoke via interpreter,Teacher,Has contract with employer,Male,Ethnic Korean
110,6x1,155,1,1,Study,North Korea,Spoke via interpreter,Agricultural worker,Job interviews only,Female,Ethnic Korean
110,6x2,155,2,0,Study,Yemen,Tried Korean but unable,Nurse,Job interviews only,Male,Ethnic Korean
111,1x1,156,1,0,Short-term work,North Korea,Spoke via interpreter,Research scientist,Job interviews only,Male,Ethnic Korean
111,1x2,156,2,1,Claim asylum,United States,Tried Korean but unable,Research scientist,Job interviews only,Female,Ethnic Korean
111,2x1,156,1,1,Claim asylum,United States,Spoke via interpreter,Computer programmer,Job interviews only,Female,Non-ethnic Korean
111,2x2,156,2,0,Study,United States,Tried Korean but unable,Computer programmer,Has contract with employer,Male,Ethnic Korean
111,3x1,156,1,1,Claim asylum,North Korea,Fluent Korean,Computer programmer,Will look for work after arrival,Female,Non-ethnic Korean
111,3x2,156,2,0,Claim asylum,North Korea,Spoke via interpreter,Computer programmer,Has contract with employer,Male,Ethnic Korean
111,4x1,156,1,0,Claim asylum,China,Spoke via interpreter,Computer programmer,Will look for work after arrival,Male,Non-ethnic Korean
111,4x2,156,2,1,Short-term work,Japan,Fluent Korean,Computer programmer,No plans to look for work,Male,Ethnic Korean
111,5x1,156,1,1,Study,China,Spoke via interpreter,Nurse,Has contract with employer,Male,Ethnic Korean
111,5x2,156,2,0,Short-term work,China,Broken Korean,Nurse,Job interviews only,Male,Ethnic Korean
111,6x1,156,1,1,Resettle,Vietnam,Fluent Korean,Childcare provider,No plans to look for work,Male,Non-ethnic Korean
111,6x2,156,2,0,Resettle,North Korea,Tried Korean but unable,Nurse,No plans to look for work,Male,Ethnic Korean
112,1x1,157,1,1,Claim asylum,Vietnam,Broken Korean,Doctor,No plans to look for work,Female,Non-ethnic Korean
112,1x2,157,2,0,Short-term work,China,Broken Korean,Office worker,Has contract with employer,Male,Ethnic Korean
112,2x1,157,1,1,Short-term work,Japan,Tried Korean but unable,Childcare provider,Will look for work after arrival,Male,Ethnic Korean
112,2x2,157,2,0,Short-term work,Yemen,Tried Korean but unable,Research scientist,No plans to look for work,Male,Non-ethnic Korean
112,3x1,157,1,1,Claim asylum,United States,Broken Korean,Doctor,Job interviews only,Male,Ethnic Korean
112,3x2,157,2,0,Study,Yemen,Fluent Korean,Agricultural worker,Job interviews only,Male,Non-ethnic Korean
112,4x1,157,1,0,Claim asylum,Vietnam,Broken Korean,Office worker,No plans to look for work,Male,Non-ethnic Korean
112,4x2,157,2,1,Short-term work,United States,Fluent Korean,Nurse,Job interviews only,Female,Ethnic Korean
112,5x1,157,1,0,Short-term work,United States,Broken Korean,Nurse,No plans to look for work,Male,Non-ethnic Korean
112,5x2,157,2,1,Resettle,North Korea,Broken Korean,Childcare provider,No plans to look for work,Male,Non-ethnic Korean
112,6x1,157,1,0,Study,Yemen,Fluent Korean,Office worker,No plans to look for work,Female,Non-ethnic Korean
112,6x2,157,2,1,Study,China,Broken Korean,Childcare provider,Has contract with employer,Male,Ethnic Korean
113,1x1,158,1,1,Short-term work,Japan,Tried Korean but unable,Childcare provider,Has contract with employer,Female,Ethnic Korean
113,1x2,158,2,0,Claim asylum,North Korea,Spoke via interpreter,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
113,2x1,158,1,1,Study,Vietnam,Fluent Korean,Computer programmer,Job interviews only,Male,Non-ethnic Korean
113,2x2,158,2,0,Short-term work,Vietnam,Spoke via interpreter,Computer programmer,Has contract with employer,Male,Ethnic Korean
113,3x1,158,1,0,Resettle,Vietnam,Tried Korean but unable,Teacher,Will look for work after arrival,Male,Ethnic Korean
113,3x2,158,2,1,Short-term work,United States,Broken Korean,Office worker,Has contract with employer,Male,Ethnic Korean
113,4x1,158,1,1,Short-term work,China,Broken Korean,Doctor,Has contract with employer,Male,Ethnic Korean
113,4x2,158,2,0,Study,Yemen,Fluent Korean,Nurse,Has contract with employer,Female,Non-ethnic Korean
113,5x1,158,1,1,Short-term work,China,Fluent Korean,Nurse,Will look for work after arrival,Male,Ethnic Korean
113,5x2,158,2,0,Short-term work,Yemen,Broken Korean,Childcare provider,No plans to look for work,Female,Ethnic Korean
113,6x1,158,1,0,Study,Japan,Fluent Korean,Computer programmer,Job interviews only,Male,Non-ethnic Korean
113,6x2,158,2,1,Resettle,United States,Fluent Korean,Office worker,Job interviews only,Female,Ethnic Korean
114,1x1,159,1,0,Short-term work,Vietnam,Spoke via interpreter,Childcare provider,Has contract with employer,Male,Ethnic Korean
114,1x2,159,2,1,Short-term work,North Korea,Tried Korean but unable,Nurse,No plans to look for work,Female,Ethnic Korean
114,2x1,159,1,0,Resettle,Vietnam,Broken Korean,Agricultural worker,No plans to look for work,Male,Non-ethnic Korean
114,2x2,159,2,1,Short-term work,China,Broken Korean,Research scientist,Has contract with employer,Female,Non-ethnic Korean
114,3x1,159,1,1,Resettle,Yemen,Fluent Korean,Teacher,Has contract with employer,Male,Non-ethnic Korean
114,3x2,159,2,0,Claim asylum,Japan,Broken Korean,Research scientist,Job interviews only,Male,Non-ethnic Korean
114,4x1,159,1,1,Short-term work,Japan,Tried Korean but unable,Nurse,Has contract with employer,Male,Ethnic Korean
114,4x2,159,2,0,Short-term work,United States,Tried Korean but unable,Childcare provider,Job interviews only,Female,Non-ethnic Korean
114,5x1,159,1,0,Short-term work,Vietnam,Tried Korean but unable,Nurse,Job interviews only,Female,Ethnic Korean
114,5x2,159,2,1,Study,Vietnam,Tried Korean but unable,Doctor,Will look for work after arrival,Female,Non-ethnic Korean
114,6x1,159,1,1,Resettle,China,Spoke via interpreter,Computer programmer,Has contract with employer,Female,Ethnic Korean
114,6x2,159,2,0,Claim asylum,United States,Broken Korean,Office worker,No plans to look for work,Female,Ethnic Korean
115,1x1,161,1,1,Short-term work,United States,Tried Korean but unable,Agricultural worker,Has contract with employer,Male,Ethnic Korean
115,1x2,161,2,0,Short-term work,Yemen,Fluent Korean,Nurse,No plans to look for work,Female,Ethnic Korean
115,2x1,161,1,1,Resettle,Vietnam,Fluent Korean,Childcare provider,Will look for work after arrival,Female,Non-ethnic Korean
115,2x2,161,2,0,Study,Vietnam,Broken Korean,Research scientist,Job interviews only,Female,Non-ethnic Korean
115,3x1,161,1,1,Study,United States,Fluent Korean,Computer programmer,Has contract with employer,Female,Ethnic Korean
115,3x2,161,2,0,Study,Japan,Broken Korean,Nurse,Has contract with employer,Female,Non-ethnic Korean
115,4x1,161,1,0,Study,Vietnam,Broken Korean,Research scientist,No plans to look for work,Female,Ethnic Korean
115,4x2,161,2,1,Resettle,United States,Spoke via interpreter,Teacher,Will look for work after arrival,Male,Non-ethnic Korean
115,5x1,161,1,1,Short-term work,North Korea,Tried Korean but unable,Agricultural worker,Job interviews only,Female,Ethnic Korean
115,5x2,161,2,0,Study,North Korea,Broken Korean,Childcare provider,Will look for work after arrival,Female,Non-ethnic Korean
115,6x1,161,1,1,Claim asylum,United States,Broken Korean,Office worker,Job interviews only,Female,Non-ethnic Korean
115,6x2,161,2,0,Resettle,China,Tried Korean but unable,Nurse,Has contract with employer,Female,Ethnic Korean
116,1x1,162,1,1,Claim asylum,China,Tried Korean but unable,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
116,1x2,162,2,0,Claim asylum,Japan,Spoke via interpreter,Nurse,Will look for work after arrival,Male,Ethnic Korean
116,2x1,162,1,0,Resettle,Vietnam,Fluent Korean,Research scientist,Has contract with employer,Male,Non-ethnic Korean
116,2x2,162,2,1,Claim asylum,United States,Tried Korean but unable,Agricultural worker,No plans to look for work,Male,Ethnic Korean
116,3x1,162,1,1,Short-term work,North Korea,Spoke via interpreter,Computer programmer,No plans to look for work,Female,Ethnic Korean
116,3x2,162,2,0,Claim asylum,China,Spoke via interpreter,Research scientist,Will look for work after arrival,Female,Non-ethnic Korean
116,4x1,162,1,0,Resettle,China,Broken Korean,Research scientist,No plans to look for work,Male,Non-ethnic Korean
116,4x2,162,2,1,Claim asylum,United States,Fluent Korean,Nurse,Has contract with employer,Male,Non-ethnic Korean
116,5x1,162,1,1,Study,North Korea,Broken Korean,Office worker,Job interviews only,Female,Ethnic Korean
116,5x2,162,2,0,Study,Japan,Broken Korean,Teacher,Has contract with employer,Male,Ethnic Korean
116,6x1,162,1,0,Short-term work,Japan,Fluent Korean,Teacher,Has contract with employer,Female,Ethnic Korean
116,6x2,162,2,1,Short-term work,North Korea,Broken Korean,Office worker,No plans to look for work,Male,Ethnic Korean
117,1x1,164,1,0,Claim asylum,Vietnam,Tried Korean but unable,Nurse,Job interviews only,Male,Non-ethnic Korean
117,1x2,164,2,1,Claim asylum,Yemen,Fluent Korean,Childcare provider,Has contract with employer,Female,Non-ethnic Korean
117,2x1,164,1,0,Study,Japan,Tried Korean but unable,Agricultural worker,Job interviews only,Female,Ethnic Korean
117,2x2,164,2,1,Claim asylum,United States,Tried Korean but unable,Nurse,Has contract with employer,Female,Ethnic Korean
117,3x1,164,1,0,Short-term work,Vietnam,Spoke via interpreter,Agricultural worker,Will look for work after arrival,Male,Non-ethnic Korean
117,3x2,164,2,1,Short-term work,China,Tried Korean but unable,Office worker,Has contract with employer,Female,Non-ethnic Korean
117,4x1,164,1,1,Resettle,Yemen,Tried Korean but unable,Doctor,Job interviews only,Female,Ethnic Korean
117,4x2,164,2,0,Study,China,Fluent Korean,Office worker,Job interviews only,Male,Non-ethnic Korean
117,5x1,164,1,1,Resettle,Japan,Tried Korean but unable,Childcare provider,No plans to look for work,Female,Ethnic Korean
117,5x2,164,2,0,Short-term work,Vietnam,Spoke via interpreter,Teacher,No plans to look for work,Male,Ethnic Korean
117,6x1,164,1,0,Short-term work,North Korea,Broken Korean,Childcare provider,Has contract with employer,Male,Non-ethnic Korean
117,6x2,164,2,1,Short-term work,United States,Spoke via interpreter,Nurse,Will look for work after arrival,Female,Non-ethnic Korean
118,1x1,166,1,0,Study,Yemen,Tried Korean but unable,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
118,1x2,166,2,1,Short-term work,Vietnam,Fluent Korean,Childcare provider,Job interviews only,Male,Ethnic Korean
118,2x1,166,1,1,Claim asylum,Japan,Broken Korean,Nurse,Will look for work after arrival,Female,Non-ethnic Korean
118,2x2,166,2,0,Study,China,Tried Korean but unable,Computer programmer,Job interviews only,Male,Non-ethnic Korean
118,3x1,166,1,1,Resettle,Japan,Fluent Korean,Teacher,No plans to look for work,Male,Non-ethnic Korean
118,3x2,166,2,0,Claim asylum,China,Spoke via interpreter,Research scientist,Job interviews only,Male,Non-ethnic Korean
118,4x1,166,1,0,Study,China,Broken Korean,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
118,4x2,166,2,1,Resettle,United States,Tried Korean but unable,Nurse,Has contract with employer,Female,Non-ethnic Korean
118,5x1,166,1,0,Resettle,Yemen,Spoke via interpreter,Agricultural worker,No plans to look for work,Female,Non-ethnic Korean
118,5x2,166,2,1,Short-term work,Yemen,Tried Korean but unable,Office worker,Has contract with employer,Male,Ethnic Korean
118,6x1,166,1,1,Claim asylum,North Korea,Tried Korean but unable,Nurse,Has contract with employer,Male,Non-ethnic Korean
118,6x2,166,2,0,Study,North Korea,Spoke via interpreter,Research scientist,Has contract with employer,Male,Non-ethnic Korean
119,1x1,167,1,0,Short-term work,Vietnam,Tried Korean but unable,Agricultural worker,Will look for work after arrival,Male,Non-ethnic Korean
119,1x2,167,2,1,Study,Vietnam,Fluent Korean,Research scientist,Job interviews only,Female,Ethnic Korean
119,2x1,167,1,0,Claim asylum,Yemen,Spoke via interpreter,Agricultural worker,Will look for work after arrival,Female,Non-ethnic Korean
119,2x2,167,2,1,Study,Japan,Tried Korean but unable,Agricultural worker,No plans to look for work,Male,Ethnic Korean
119,3x1,167,1,0,Study,Yemen,Spoke via interpreter,Teacher,Job interviews only,Female,Non-ethnic Korean
119,3x2,167,2,1,Study,Vietnam,Fluent Korean,Nurse,Job interviews only,Male,Non-ethnic Korean
119,4x1,167,1,1,Claim asylum,Vietnam,Tried Korean but unable,Childcare provider,Will look for work after arrival,Male,Ethnic Korean
119,4x2,167,2,0,Claim asylum,Yemen,Tried Korean but unable,Doctor,Has contract with employer,Female,Ethnic Korean
119,5x1,167,1,1,Resettle,Vietnam,Tried Korean but unable,Research scientist,Has contract with employer,Male,Ethnic Korean
119,5x2,167,2,0,Claim asylum,Japan,Tried Korean but unable,Office worker,No plans to look for work,Male,Non-ethnic Korean
119,6x1,167,1,1,Resettle,Vietnam,Broken Korean,Agricultural worker,Will look for work after arrival,Female,Ethnic Korean
119,6x2,167,2,0,Short-term work,China,Tried Korean but unable,Teacher,Will look for work after arrival,Male,Ethnic Korean
120,1x1,168,1,0,Claim asylum,Yemen,Spoke via interpreter,Teacher,Job interviews only,Female,Non-ethnic Korean
120,1x2,168,2,1,Short-term work,China,Spoke via interpreter,Research scientist,No plans to look for work,Male,Ethnic Korean
120,2x1,168,1,1,Short-term work,Japan,Fluent Korean,Nurse,Has contract with employer,Male,Non-ethnic Korean
120,2x2,168,2,0,Short-term work,China,Tried Korean but unable,Research scientist,No plans to look for work,Male,Ethnic Korean
120,3x1,168,1,1,Short-term work,United States,Tried Korean but unable,Computer programmer,Job interviews only,Female,Ethnic Korean
120,3x2,168,2,0,Resettle,China,Broken Korean,Office worker,No plans to look for work,Male,Ethnic Korean
120,4x1,168,1,1,Study,United States,Spoke via interpreter,Office worker,Will look for work after arrival,Male,Ethnic Korean
120,4x2,168,2,0,Short-term work,Vietnam,Spoke via interpreter,Agricultural worker,No plans to look for work,Female,Ethnic Korean
120,5x1,168,1,1,Short-term work,North Korea,Spoke via interpreter,Office worker,Will look for work after arrival,Female,Ethnic Korean
120,5x2,168,2,0,Resettle,Japan,Spoke via interpreter,Teacher,No plans to look for work,Male,Ethnic Korean
120,6x1,168,1,1,Claim asylum,China,Spoke via interpreter,Nurse,Job interviews only,Female,Ethnic Korean
120,6x2,168,2,0,Resettle,United States,Fluent Korean,Office worker,No plans to look for work,Female,Non-ethnic Korean
121,1x1,169,1,1,Resettle,United States,Tried Korean but unable,Office worker,No plans to look for work,Female,Non-ethnic Korean
121,1x2,169,2,0,Study,Yemen,Broken Korean,Research scientist,Will look for work after arrival,Male,Non-ethnic Korean
121,2x1,169,1,0,Claim asylum,Yemen,Spoke via interpreter,Teacher,Has contract with employer,Female,Ethnic Korean
121,2x2,169,2,1,Short-term work,China,Fluent Korean,Computer programmer,Will look for work after arrival,Female,Ethnic Korean
121,3x1,169,1,1,Study,United States,Broken Korean,Teacher,Will look for work after arrival,Female,Ethnic Korean
121,3x2,169,2,0,Short-term work,Yemen,Tried Korean but unable,Doctor,Will look for work after arrival,Male,Ethnic Korean
121,4x1,169,1,0,Resettle,China,Broken Korean,Teacher,Has contract with employer,Male,Non-ethnic Korean
121,4x2,169,2,1,Short-term work,United States,Spoke via interpreter,Research scientist,No plans to look for work,Female,Ethnic Korean
